matricula_bici,pais,ciudad,numero_localizacion_origen,numero_localizacion_destino,inicio_utc,fin_utc,duracion_min,coste_eur,tipo_bici,bateria_inicio_pct,bateria_fin_pct,distancia_km,incidencia,tarifa
EB-AMS-003387,NL,Amsterdam,161,233,2025-09-26 19:59:07+00:00,2025-09-26 20:08:07+00:00,9,0.63,electric,45.0,38.0,2.77,none,plus
EB-CPH-003670,DK,Copenhagen,795,113,2024-06-21 13:46:42+00:00,2024-06-21 14:11:42+00:00,25,2.99,electric,46.0,30.0,4.83,none,standard
EB-CPH-003601,DK,Copenhagen,651,503,2025-10-31 21:05:32+00:00,2025-10-31 21:31:32+00:00,26,2.36,mechanical,,,3.79,none,standard
EB-VIE-002852,AT,Vienna,135,33,2025-02-08 00:25:00+00:00,2025-02-08 01:14:00+00:00,49,3.02,electric,55.0,39.0,7.17,flat_tire,payg
EB-BER-000445,DE,Berlin,302,488,2024-07-27 06:58:50+00:00,2024-07-27 07:40:50+00:00,42,2.85,mechanical,,,7.82,none,standard
EB-MAD-001655,ES,Madrid,756,208,2025-07-10 04:25:59+00:00,2025-07-10 04:36:59+00:00,11,0.68,electric,73.0,66.0,3.14,none,plus
EB-STO-004669,SE,Stockholm,389,177,2025-08-14 21:23:35+00:00,2025-08-14 21:42:35+00:00,19,1.7,mechanical,,,4.03,none,standard
EB-PAR-004950,FR,Paris,604,616,2024-06-20 12:36:40+00:00,2024-06-20 12:45:40+00:00,9,1.45,electric,82.0,76.0,2.18,none,standard
EB-HEL-003321,FI,Helsinki,101,58,2025-06-20 00:53:02+00:00,2025-06-20 01:06:02+00:00,13,0.3,electric,99.0,89.0,3.28,none,payg
EB-BUD-002681,HU,Budapest,287,682,2025-11-10 19:07:28+00:00,2025-11-10 19:16:28+00:00,9,1.32,electric,25.0,16.0,2.84,none,standard
EB-BRU-003900,BE,Brussels,157,647,2025-01-08 18:55:32+00:00,2025-01-08 19:20:32+00:00,25,2.6,electric,24.0,6.0,7.47,none,standard
EB-CPH-004152,DK,Copenhagen,228,311,2025-03-30 23:50:28+00:00,2025-03-30 23:52:28+00:00,2,0.34,mechanical,,,0.31,none,payg
EB-WAW-003984,PL,Warsaw,223,340,2025-05-24 12:17:58+00:00,2025-05-24 13:06:58+00:00,49,4.52,electric,56.0,34.0,10.11,none,standard
EB-BRU-001216,BE,Brussels,201,788,2025-02-10 10:23:06+00:00,2025-02-10 10:42:06+00:00,19,1.7,mechanical,,,4.13,none,standard
EB-DUB-002271,IE,Dublin,2,455,2024-05-23 05:03:35+00:00,2024-05-23 05:24:35+00:00,21,0.6,mechanical,,,3.43,none,payg
EB-HEL-002596,FI,Helsinki,611,687,2025-09-16 08:29:30+00:00,2025-09-16 08:37:30+00:00,8,0.3,electric,61.0,53.0,2.13,flat_tire,payg
EB-BCN-004162,ES,Barcelona,636,752,2024-05-13 12:46:54+00:00,2024-05-13 12:55:54+00:00,9,0.6,electric,72.0,61.0,2.75,none,plus
EB-AMS-003993,NL,Amsterdam,337,734,2025-08-19 02:59:33+00:00,2025-08-19 03:16:33+00:00,17,0.48,electric,44.0,31.0,3.72,none,payg
EB-MUC-003372,DE,Munich,496,483,2024-06-06 20:13:39+00:00,2024-06-06 20:18:39+00:00,5,1.0,electric,24.0,21.0,0.93,none,standard
EB-BUD-002266,HU,Budapest,237,130,2024-05-05 14:05:02+00:00,2024-05-05 14:20:02+00:00,15,1.8,electric,39.0,26.0,3.62,none,standard
EB-MAD-003384,ES,Madrid,564,783,2025-03-07 01:46:48+00:00,2025-03-07 01:48:48+00:00,2,0.6,mechanical,,,0.4,none,plus
EB-DUB-001115,IE,Dublin,73,477,2024-04-25 23:25:37+00:00,2024-04-25 23:36:37+00:00,11,0.68,electric,27.0,18.0,2.4,none,plus
EB-BRU-000658,BE,Brussels,486,715,2025-10-30 06:12:21+00:00,2025-10-30 06:19:21+00:00,7,1.16,electric,40.0,35.0,2.03,none,standard
EB-PAR-001647,FR,Paris,532,473,2025-01-09 20:44:47+00:00,2025-01-09 21:28:47+00:00,44,4.53,electric,47.0,17.0,11.93,none,standard
EB-PAR-000587,FR,Paris,292,705,2024-10-31 20:04:41+00:00,2024-10-31 20:47:41+00:00,43,3.56,electric,29.0,7.0,8.79,none,plus
EB-WAW-004171,PL,Warsaw,587,76,2024-07-12 09:10:29+00:00,2024-07-12 09:24:29+00:00,14,1.45,mechanical,,,1.08,none,standard
EB-AMS-000895,NL,Amsterdam,360,256,2024-11-02 05:00:15+00:00,2024-11-02 05:02:15+00:00,2,1.05,mechanical,,,0.36,none,standard
EB-BUD-000241,HU,Budapest,306,407,2025-07-05 10:51:22+00:00,2025-07-05 11:16:22+00:00,25,2.0,mechanical,,,6.1,none,standard
EB-CPH-002494,DK,Copenhagen,466,771,2024-04-02 15:19:47+00:00,2024-04-02 16:02:47+00:00,43,3.33,mechanical,,,7.63,none,standard
EB-OSL-000837,NO,Oslo,702,567,2024-06-12 03:50:20+00:00,2024-06-12 04:04:20+00:00,14,2.06,electric,93.0,85.0,3.51,none,standard
EB-STO-002586,SE,Stockholm,254,754,2024-04-22 12:28:18+00:00,2024-04-22 12:35:18+00:00,7,1.16,electric,94.0,90.0,1.36,none,standard
EB-MAD-002562,ES,Madrid,20,420,2025-08-08 01:43:06+00:00,2025-08-08 01:59:06+00:00,16,0.38,electric,93.0,84.0,3.14,accident_minor,payg
EB-AMS-003434,NL,Amsterdam,380,266,2025-11-28 03:47:09+00:00,2025-11-28 04:11:09+00:00,24,1.37,mechanical,,,6.82,none,plus
EB-BER-001491,DE,Berlin,332,499,2025-05-30 23:05:38+00:00,2025-05-30 23:36:38+00:00,31,1.1,mechanical,,,5.47,none,payg
EB-OSL-002660,NO,Oslo,748,74,2024-01-17 04:08:49+00:00,2024-01-17 04:18:49+00:00,10,0.36,electric,91.0,85.0,2.09,none,payg
EB-PRG-001220,CZ,Prague,533,633,2024-01-07 06:48:19+00:00,2024-01-07 06:59:19+00:00,11,1.48,electric,52.0,45.0,1.88,none,standard
EB-WAW-001091,PL,Warsaw,636,610,2025-06-17 20:12:57+00:00,2025-06-17 20:16:57+00:00,4,1.0,electric,69.0,68.0,0.63,none,standard
EB-BUD-001292,HU,Budapest,147,564,2024-01-13 12:19:47+00:00,2024-01-13 12:42:47+00:00,23,1.25,mechanical,,,2.38,none,plus
EB-VIE-000577,AT,Vienna,304,451,2025-04-16 09:20:29+00:00,2025-04-16 09:29:29+00:00,9,1.32,electric,69.0,60.0,2.71,none,standard
EB-CPH-001753,DK,Copenhagen,168,643,2024-04-07 13:31:05+00:00,2024-04-07 13:37:05+00:00,6,0.69,mechanical,,,1.81,none,plus
EB-BRU-004646,BE,Brussels,703,187,2025-10-27 07:16:45+00:00,2025-10-27 07:19:45+00:00,3,0.6,electric,89.0,87.0,0.59,none,plus
EB-WAW-000111,PL,Warsaw,474,141,2024-05-27 04:03:42+00:00,2024-05-27 04:16:42+00:00,13,0.84,electric,90.0,84.0,2.07,none,plus
EB-LIS-002915,PT,Lisbon,464,532,2024-08-21 23:11:50+00:00,2024-08-21 23:25:50+00:00,14,0.3,mechanical,,,3.34,none,payg
EB-MUC-002730,DE,Munich,728,444,2025-07-07 02:06:59+00:00,2025-07-07 02:12:59+00:00,6,1.08,electric,73.0,68.0,1.74,none,standard
EB-BCN-003844,ES,Barcelona,587,324,2024-11-09 16:28:40+00:00,2024-11-09 17:20:40+00:00,52,3.35,mechanical,,,9.69,none,standard
EB-AMS-001393,NL,Amsterdam,581,83,2025-12-15 03:40:07+00:00,2025-12-15 04:18:07+00:00,38,2.78,mechanical,,,6.59,none,standard
EB-ROM-000968,IT,Rome,624,611,2025-01-22 17:17:52+00:00,2025-01-22 17:35:52+00:00,18,2.04,electric,25.0,13.0,3.98,none,standard
EB-BER-002924,DE,Berlin,289,520,2024-02-18 01:44:57+00:00,2024-02-18 01:49:57+00:00,5,1.0,mechanical,,,1.73,none,standard
EB-ROM-003075,IT,Rome,322,751,2025-11-29 05:23:40+00:00,2025-11-29 05:28:40+00:00,5,1.0,electric,39.0,36.0,0.99,none,standard
EB-OSL-001833,NO,Oslo,122,562,2025-04-30 11:04:05+00:00,2025-04-30 11:13:05+00:00,9,1.58,electric,46.0,38.0,3.16,none,standard
EB-CPH-004897,DK,Copenhagen,143,600,2024-06-27 04:37:55+00:00,2024-06-27 04:55:55+00:00,18,0.52,mechanical,,,3.23,none,payg
EB-PRG-002904,CZ,Prague,33,449,2025-05-06 09:06:01+00:00,2025-05-06 09:13:01+00:00,7,1.16,electric,98.0,95.0,1.66,none,standard
EB-PRG-004867,CZ,Prague,492,105,2025-04-03 19:27:49+00:00,2025-04-03 19:39:49+00:00,12,0.76,electric,53.0,41.0,3.43,none,plus
EB-STO-000504,SE,Stockholm,731,250,2025-08-06 18:33:44+00:00,2025-08-06 19:32:44+00:00,59,3.7,mechanical,,,11.02,none,standard
EB-MAD-003964,ES,Madrid,231,674,2024-01-27 16:58:17+00:00,2024-01-27 17:07:17+00:00,9,0.6,electric,40.0,35.0,2.29,none,plus
EB-HEL-003103,FI,Helsinki,404,285,2024-11-20 21:04:31+00:00,2024-11-20 21:15:31+00:00,11,0.65,mechanical,,,2.35,none,plus
EB-ROM-003141,IT,Rome,547,301,2025-04-09 15:21:08+00:00,2025-04-09 15:33:08+00:00,12,1.35,mechanical,,,2.63,none,standard
EB-MAD-003605,ES,Madrid,609,390,2025-09-14 16:27:19+00:00,2025-09-14 16:42:19+00:00,15,0.3,electric,25.0,11.0,4.15,none,payg
EB-WAW-001545,PL,Warsaw,257,443,2024-08-11 03:15:29+00:00,2024-08-11 03:23:29+00:00,8,1.24,electric,36.0,31.0,1.54,none,standard
EB-ZRH-000996,CH,Zurich,489,484,2025-09-08 12:08:07+00:00,2025-09-08 12:16:07+00:00,8,1.55,electric,45.0,40.0,1.75,vandalism,standard
EB-LIS-004524,PT,Lisbon,748,325,2025-08-25 13:14:57+00:00,2025-08-25 13:50:57+00:00,36,3.48,electric,46.0,12.0,9.79,none,standard
EB-STO-002069,SE,Stockholm,406,200,2024-10-09 19:26:30+00:00,2024-10-09 19:30:30+00:00,4,0.3,mechanical,,,0.79,none,payg
EB-VIE-001822,AT,Vienna,539,371,2024-01-06 01:31:51+00:00,2024-01-06 01:39:51+00:00,8,1.15,mechanical,,,2.04,none,standard
EB-BER-000248,DE,Berlin,181,338,2024-01-07 23:19:02+00:00,2024-01-07 23:37:02+00:00,18,0.54,electric,82.0,71.0,4.75,none,payg
EB-VIE-003539,AT,Vienna,790,392,2025-01-03 07:43:49+00:00,2025-01-03 07:55:49+00:00,12,0.76,electric,62.0,55.0,2.57,accident_minor,plus
EB-HEL-001667,FI,Helsinki,422,509,2024-01-19 20:26:26+00:00,2024-01-19 20:49:26+00:00,23,1.9,mechanical,,,4.06,none,standard
EB-MAD-000016,ES,Madrid,777,176,2025-04-10 16:36:26+00:00,2025-04-10 16:42:26+00:00,6,0.3,electric,43.0,38.0,1.25,none,payg
EB-VIE-002798,AT,Vienna,554,540,2025-07-30 04:13:30+00:00,2025-07-30 04:19:30+00:00,6,0.3,mechanical,,,1.35,none,payg
EB-PAR-003968,FR,Paris,472,303,2025-04-15 07:40:18+00:00,2025-04-15 07:49:18+00:00,9,1.32,mechanical,,,0.7,none,standard
EB-LIS-001032,PT,Lisbon,471,681,2025-03-19 22:21:11+00:00,2025-03-19 22:35:11+00:00,14,1.72,electric,42.0,26.0,5.28,none,standard
EB-MUC-002520,DE,Munich,760,189,2024-02-12 14:42:59+00:00,2024-02-12 16:25:59+00:00,103,8.84,electric,72.0,0.0,27.75,none,standard
EB-MUC-001769,DE,Munich,637,775,2025-05-22 04:47:08+00:00,2025-05-22 04:51:08+00:00,4,1.0,mechanical,,,0.45,electrical,standard
EB-HEL-004616,FI,Helsinki,309,222,2025-11-14 11:34:54+00:00,2025-11-14 11:38:54+00:00,4,1.0,electric,73.0,69.0,1.08,none,standard
EB-WAW-003862,PL,Warsaw,565,533,2025-04-09 10:29:13+00:00,2025-04-09 11:24:13+00:00,55,5.0,electric,70.0,43.0,13.34,none,standard
EB-CPH-004678,DK,Copenhagen,45,499,2025-09-08 08:13:43+00:00,2025-09-08 08:22:43+00:00,9,0.69,mechanical,,,1.03,none,plus
EB-MAD-000201,ES,Madrid,53,185,2024-06-26 20:13:50+00:00,2024-06-26 20:21:50+00:00,8,1.15,mechanical,,,2.24,none,standard
EB-VIE-001036,AT,Vienna,82,80,2025-10-17 22:51:09+00:00,2025-10-17 23:02:09+00:00,11,0.3,electric,29.0,18.0,3.85,none,payg
EB-LIS-003383,PT,Lisbon,80,731,2025-04-04 10:10:36+00:00,2025-04-04 10:19:36+00:00,9,0.3,electric,51.0,42.0,2.88,none,payg
EB-BCN-002884,ES,Barcelona,163,400,2024-11-24 11:02:01+00:00,2024-11-24 11:21:01+00:00,19,0.62,electric,91.0,84.0,2.67,none,payg
EB-OSL-000514,NO,Oslo,47,381,2025-08-09 21:37:09+00:00,2025-08-09 22:01:09+00:00,24,3.02,electric,39.0,18.0,5.59,none,standard
EB-ATH-003727,GR,Athens,655,111,2025-06-18 12:26:42+00:00,2025-06-18 13:25:42+00:00,59,5.32,electric,82.0,51.0,8.69,none,standard
EB-STO-004936,SE,Stockholm,540,302,2024-06-05 04:15:23+00:00,2024-06-05 04:22:23+00:00,7,0.3,electric,63.0,59.0,1.12,none,payg
EB-WAW-002527,PL,Warsaw,436,3,2025-09-23 23:31:21+00:00,2025-09-24 00:02:21+00:00,31,2.28,electric,90.0,70.0,6.15,none,plus
EB-LIS-002968,PT,Lisbon,239,476,2025-10-13 12:26:09+00:00,2025-10-13 12:36:09+00:00,10,1.4,electric,22.0,14.0,2.94,none,standard
EB-BUD-001523,HU,Budapest,607,276,2025-01-05 21:12:32+00:00,2025-01-05 21:23:32+00:00,11,0.3,electric,61.0,56.0,2.17,none,payg
EB-CPH-000007,DK,Copenhagen,689,551,2025-08-24 10:06:03+00:00,2025-08-24 10:49:03+00:00,43,2.92,electric,41.0,18.0,8.38,none,payg
EB-ROM-000788,IT,Rome,266,586,2025-08-24 04:35:47+00:00,2025-08-24 04:47:47+00:00,12,1.56,electric,64.0,53.0,3.39,none,standard
EB-BRU-001410,BE,Brussels,783,213,2024-02-14 11:51:15+00:00,2024-02-14 11:54:15+00:00,3,0.3,electric,26.0,24.0,0.78,none,payg
EB-BRU-004951,BE,Brussels,533,332,2024-11-23 04:20:07+00:00,2024-11-23 04:38:07+00:00,18,0.45,mechanical,,,3.44,none,payg
EB-HEL-001758,FI,Helsinki,180,712,2024-03-19 01:57:16+00:00,2024-03-19 03:24:16+00:00,87,6.06,electric,34.0,0.0,20.69,none,payg
EB-ZRH-002069,CH,Zurich,131,608,2024-10-20 03:21:03+00:00,2024-10-20 03:53:03+00:00,32,3.95,electric,93.0,65.0,7.3,none,standard
EB-STO-003754,SE,Stockholm,481,691,2024-07-01 04:53:11+00:00,2024-07-01 05:25:11+00:00,32,1.15,mechanical,,,5.48,none,payg
EB-HEL-002840,FI,Helsinki,102,191,2025-10-21 08:02:18+00:00,2025-10-21 08:07:18+00:00,5,0.3,electric,37.0,34.0,1.09,none,payg
EB-VIE-002775,AT,Vienna,92,159,2024-01-22 18:54:56+00:00,2024-01-22 20:41:56+00:00,107,5.45,mechanical,,,14.49,electrical,plus
EB-VIE-003041,AT,Vienna,733,428,2025-01-27 15:49:25+00:00,2025-01-27 15:59:25+00:00,10,0.3,electric,43.0,37.0,1.65,none,payg
EB-MAD-004376,ES,Madrid,176,16,2024-09-09 21:59:42+00:00,2024-09-09 22:08:42+00:00,9,1.32,electric,97.0,90.0,2.39,none,standard
EB-WAW-002574,PL,Warsaw,766,480,2024-01-31 04:15:05+00:00,2024-01-31 04:27:05+00:00,12,0.3,electric,43.0,34.0,2.5,none,payg
EB-STO-000092,SE,Stockholm,616,167,2025-07-29 19:37:59+00:00,2025-07-29 19:54:59+00:00,17,0.46,electric,98.0,84.0,4.73,none,payg
EB-STO-003524,SE,Stockholm,361,656,2025-04-11 04:59:51+00:00,2025-04-11 05:10:51+00:00,11,1.48,electric,52.0,42.0,3.01,none,standard
EB-BER-000704,DE,Berlin,32,763,2025-02-20 17:18:08+00:00,2025-02-20 17:24:08+00:00,6,0.3,electric,39.0,35.0,1.66,none,payg
EB-BUD-004471,HU,Budapest,57,477,2025-02-25 12:39:51+00:00,2025-02-25 13:56:51+00:00,77,5.26,electric,80.0,3.0,21.57,none,payg
EB-WAW-004434,PL,Warsaw,584,391,2024-10-28 06:44:28+00:00,2024-10-28 06:57:28+00:00,13,1.4,mechanical,,,2.9,none,standard
EB-OSL-002147,NO,Oslo,750,428,2024-01-26 23:54:34+00:00,2024-01-27 00:19:34+00:00,25,1.32,electric,50.0,25.0,6.37,none,payg
EB-AMS-003316,NL,Amsterdam,616,134,2024-09-29 18:50:37+00:00,2024-09-29 18:56:37+00:00,6,1.13,electric,64.0,59.0,1.29,none,standard
EB-WAW-001723,PL,Warsaw,561,419,2025-12-24 13:53:32+00:00,2025-12-24 14:09:32+00:00,16,0.38,electric,65.0,58.0,3.21,none,payg
EB-LIS-002653,PT,Lisbon,799,176,2024-12-04 08:45:10+00:00,2024-12-04 09:04:10+00:00,19,0.62,electric,34.0,20.0,4.03,none,payg
EB-DUB-003860,IE,Dublin,292,131,2024-05-11 13:08:37+00:00,2024-05-11 13:37:37+00:00,29,1.0,mechanical,,,7.47,none,payg
EB-ATH-002801,GR,Athens,595,93,2024-11-08 12:34:28+00:00,2024-11-08 13:27:28+00:00,53,4.04,electric,52.0,29.0,9.93,none,plus
EB-BUD-000185,HU,Budapest,476,121,2025-11-30 02:10:24+00:00,2025-11-30 03:17:24+00:00,67,5.96,electric,73.0,5.0,17.08,none,standard
EB-ATH-000099,GR,Athens,449,710,2024-08-30 03:56:17+00:00,2024-08-30 04:05:17+00:00,9,1.2,mechanical,,,2.17,none,standard
EB-BCN-003152,ES,Barcelona,518,223,2024-02-16 04:45:13+00:00,2024-02-16 05:01:13+00:00,16,1.55,mechanical,,,3.27,none,standard
EB-OSL-003967,NO,Oslo,783,711,2025-10-30 20:20:01+00:00,2025-10-30 20:34:01+00:00,14,2.06,electric,84.0,76.0,2.04,none,standard
EB-OSL-001649,NO,Oslo,607,92,2025-08-17 12:37:14+00:00,2025-08-17 12:40:14+00:00,3,1.2,electric,58.0,56.0,0.76,none,standard
EB-LIS-004397,PT,Lisbon,357,680,2025-09-24 02:42:32+00:00,2025-09-24 02:52:32+00:00,10,1.4,electric,82.0,77.0,1.5,none,standard
EB-STO-004799,SE,Stockholm,15,502,2025-04-03 21:21:51+00:00,2025-04-03 21:26:51+00:00,5,1.0,electric,22.0,18.0,1.16,none,standard
EB-BER-001045,DE,Berlin,170,352,2025-01-26 16:28:21+00:00,2025-01-26 16:38:21+00:00,10,1.4,electric,96.0,85.0,2.82,none,standard
EB-ATH-002448,GR,Athens,265,617,2024-12-18 16:59:46+00:00,2024-12-18 17:44:46+00:00,45,3.4,electric,57.0,17.0,13.51,none,plus
EB-AMS-002966,NL,Amsterdam,747,350,2024-02-22 17:32:50+00:00,2024-02-22 18:27:50+00:00,55,2.99,mechanical,,,8.65,none,plus
EB-MUC-003317,DE,Munich,66,474,2024-12-26 14:34:53+00:00,2024-12-26 14:36:53+00:00,2,0.3,electric,32.0,31.0,0.52,none,payg
EB-WAW-004849,PL,Warsaw,445,514,2024-02-03 07:08:25+00:00,2024-02-03 07:13:25+00:00,5,1.0,electric,56.0,53.0,1.23,none,standard
EB-DUB-000965,IE,Dublin,573,765,2024-11-08 02:51:45+00:00,2024-11-08 03:12:45+00:00,21,2.28,electric,97.0,79.0,4.76,none,standard
EB-BCN-002840,ES,Barcelona,549,55,2025-07-06 06:01:42+00:00,2025-07-06 06:30:42+00:00,29,1.42,electric,77.0,54.0,5.82,none,payg
EB-AMS-003028,NL,Amsterdam,283,746,2024-11-12 21:30:53+00:00,2024-11-12 21:33:53+00:00,3,0.63,electric,97.0,95.0,0.72,none,plus
EB-AMS-002865,NL,Amsterdam,623,225,2024-07-11 04:54:08+00:00,2024-07-11 04:59:08+00:00,5,1.05,electric,91.0,87.0,1.19,none,standard
EB-ATH-001445,GR,Athens,797,15,2024-03-18 05:46:56+00:00,2024-03-18 06:03:56+00:00,17,1.96,electric,62.0,50.0,4.79,none,standard
EB-DUB-002841,IE,Dublin,354,614,2024-12-21 07:23:41+00:00,2024-12-21 07:25:41+00:00,2,0.3,electric,62.0,61.0,0.32,none,payg
EB-BRU-001821,BE,Brussels,626,749,2025-02-07 01:44:41+00:00,2025-02-07 01:46:41+00:00,2,0.3,electric,28.0,26.0,0.54,accident_minor,payg
EB-DUB-003260,IE,Dublin,396,92,2025-02-24 00:48:34+00:00,2025-02-24 02:09:34+00:00,81,5.58,electric,46.0,0.0,17.86,none,payg
EB-HEL-002428,FI,Helsinki,690,111,2024-07-20 05:31:28+00:00,2024-07-20 05:44:28+00:00,13,0.3,electric,99.0,91.0,4.12,none,payg
EB-PAR-001684,FR,Paris,730,488,2024-12-03 12:24:12+00:00,2024-12-03 12:41:12+00:00,17,2.16,electric,38.0,19.0,5.31,none,standard
EB-AMS-003396,NL,Amsterdam,559,441,2025-02-08 04:40:58+00:00,2025-02-08 04:44:58+00:00,4,0.63,electric,91.0,88.0,1.17,none,plus
EB-VIE-003991,AT,Vienna,10,255,2024-03-21 08:30:53+00:00,2024-03-21 08:34:53+00:00,4,1.0,electric,79.0,77.0,0.8,none,standard
EB-CPH-004408,DK,Copenhagen,524,624,2024-05-08 05:10:07+00:00,2024-05-08 05:36:07+00:00,26,0.98,mechanical,,,3.8,none,payg
EB-HEL-001199,FI,Helsinki,551,675,2025-03-13 14:56:02+00:00,2025-03-13 15:13:02+00:00,17,0.4,mechanical,,,3.9,none,payg
EB-STO-001385,SE,Stockholm,392,431,2024-10-13 13:35:42+00:00,2024-10-13 13:43:42+00:00,8,1.24,electric,60.0,53.0,2.45,none,standard
EB-CPH-001761,DK,Copenhagen,247,229,2024-06-21 17:39:07+00:00,2024-06-21 19:47:07+00:00,128,8.22,mechanical,,,37.94,none,standard
EB-BER-003670,DE,Berlin,165,202,2024-05-15 19:23:04+00:00,2024-05-15 19:46:04+00:00,23,1.64,electric,91.0,76.0,5.25,none,plus
EB-BUD-000263,HU,Budapest,333,541,2025-10-15 07:36:38+00:00,2025-10-15 08:36:38+00:00,60,3.75,mechanical,,,11.81,brake,standard
EB-PRG-003717,CZ,Prague,271,169,2025-07-05 13:25:32+00:00,2025-07-05 14:20:32+00:00,55,4.2,electric,86.0,44.0,11.61,none,plus
EB-STO-001125,SE,Stockholm,158,694,2024-05-03 09:48:40+00:00,2024-05-03 10:07:40+00:00,19,0.62,electric,86.0,65.0,6.19,none,payg
EB-HEL-003504,FI,Helsinki,3,513,2024-03-22 15:17:58+00:00,2024-03-22 15:45:58+00:00,28,2.84,electric,41.0,12.0,7.88,none,standard
EB-ATH-001838,GR,Athens,184,799,2025-07-19 12:25:14+00:00,2025-07-19 13:02:14+00:00,37,2.06,electric,63.0,43.0,8.32,none,payg
EB-STO-002308,SE,Stockholm,435,509,2025-06-17 07:35:09+00:00,2025-06-17 07:45:09+00:00,10,1.25,mechanical,,,1.86,none,standard
EB-CPH-003194,DK,Copenhagen,724,34,2024-04-25 20:30:16+00:00,2024-04-25 20:44:16+00:00,14,1.98,electric,84.0,77.0,3.0,none,standard
EB-AMS-001547,NL,Amsterdam,136,312,2025-06-29 10:30:02+00:00,2025-06-29 10:57:02+00:00,27,2.9,electric,48.0,34.0,4.12,none,standard
EB-LIS-001401,PT,Lisbon,314,403,2024-07-06 08:18:26+00:00,2024-07-06 08:24:26+00:00,6,0.3,electric,49.0,43.0,1.76,none,payg
EB-PRG-002547,CZ,Prague,573,75,2025-03-03 15:04:06+00:00,2025-03-03 15:06:06+00:00,2,1.0,electric,43.0,41.0,0.51,none,standard
EB-MAD-001552,ES,Madrid,526,349,2024-01-04 23:35:49+00:00,2024-01-04 23:49:49+00:00,14,0.3,electric,67.0,55.0,3.3,none,payg
EB-PAR-000980,FR,Paris,567,294,2024-09-24 19:13:05+00:00,2024-09-24 19:21:05+00:00,8,0.33,electric,93.0,88.0,2.02,none,payg
EB-PRG-000008,CZ,Prague,726,639,2024-04-01 08:24:53+00:00,2024-04-01 08:41:53+00:00,17,1.96,electric,52.0,40.0,3.43,none,standard
EB-CPH-004310,DK,Copenhagen,360,162,2025-06-07 03:54:10+00:00,2025-06-07 04:11:10+00:00,17,1.09,mechanical,,,2.43,none,plus
EB-STO-004431,SE,Stockholm,167,193,2025-04-18 21:00:17+00:00,2025-04-18 22:18:17+00:00,78,6.84,electric,44.0,0.0,22.45,none,standard
EB-BCN-003188,ES,Barcelona,735,156,2025-12-23 03:37:24+00:00,2025-12-23 03:40:24+00:00,3,1.0,electric,71.0,70.0,0.41,none,standard
EB-ATH-000907,GR,Athens,304,624,2025-04-19 19:53:40+00:00,2025-04-19 20:35:40+00:00,42,2.46,electric,29.0,0.0,9.21,none,payg
EB-ZRH-003468,CH,Zurich,638,682,2024-04-18 02:53:14+00:00,2024-04-18 03:07:14+00:00,14,0.38,mechanical,,,2.02,none,payg
EB-AMS-003990,NL,Amsterdam,443,448,2025-12-23 22:29:37+00:00,2025-12-23 22:43:37+00:00,14,0.32,electric,50.0,44.0,2.7,none,payg
EB-ATH-002092,GR,Athens,686,619,2024-01-11 05:00:31+00:00,2024-01-11 05:23:31+00:00,23,1.64,electric,80.0,65.0,6.08,none,plus
EB-AMS-003996,NL,Amsterdam,693,285,2024-04-20 13:52:02+00:00,2024-04-20 14:01:02+00:00,9,1.26,mechanical,,,1.79,none,standard
EB-MAD-000896,ES,Madrid,131,130,2025-10-13 00:45:43+00:00,2025-10-13 01:00:43+00:00,15,1.0,electric,36.0,27.0,3.85,none,plus
EB-CPH-002633,DK,Copenhagen,740,48,2024-12-07 08:48:46+00:00,2024-12-07 08:56:46+00:00,8,1.43,electric,58.0,53.0,1.49,none,standard
EB-ZRH-004031,CH,Zurich,740,602,2025-05-08 23:26:55+00:00,2025-05-08 23:41:55+00:00,15,2.25,electric,90.0,79.0,3.05,none,standard
EB-MUC-001252,DE,Munich,307,167,2024-07-13 22:11:32+00:00,2024-07-13 22:24:32+00:00,13,0.75,mechanical,,,3.09,none,plus
EB-BUD-004334,HU,Budapest,773,243,2024-01-20 03:57:11+00:00,2024-01-20 04:01:11+00:00,4,0.3,mechanical,,,0.75,none,payg
EB-STO-000095,SE,Stockholm,189,102,2024-07-16 06:42:33+00:00,2024-07-16 06:59:33+00:00,17,1.6,mechanical,,,4.21,none,standard
EB-STO-002798,SE,Stockholm,420,778,2025-11-20 18:33:55+00:00,2025-11-20 18:58:55+00:00,25,1.8,electric,33.0,15.0,6.68,none,plus
EB-PRG-000578,CZ,Prague,139,326,2024-06-19 09:41:07+00:00,2024-06-19 10:02:07+00:00,21,2.28,electric,55.0,45.0,3.67,none,standard
EB-MUC-000871,DE,Munich,708,440,2024-12-10 08:23:40+00:00,2024-12-10 08:51:40+00:00,28,1.34,electric,60.0,45.0,6.78,none,payg
EB-MUC-004675,DE,Munich,485,28,2025-08-13 01:37:09+00:00,2025-08-13 01:42:09+00:00,5,0.3,mechanical,,,0.71,none,payg
EB-VIE-001565,AT,Vienna,611,553,2024-02-11 01:39:37+00:00,2024-02-11 01:46:37+00:00,7,1.1,mechanical,,,1.05,none,standard
EB-HEL-002822,FI,Helsinki,634,279,2024-05-04 22:10:55+00:00,2024-05-04 23:13:55+00:00,63,4.14,electric,83.0,27.0,14.75,none,payg
